"player_id","team_id","birth_date","country","height","weight","position","seasons_in_nba","jersey_num"
"76263","1610612749","1954-01-11 00:00:00","USA","6-4",178,"Guard","4","7"
"76265","1610612743","1969-10-12 00:00:00","USA","6-6",200,"Forward","3","43"
"76266","1610612746","1958-08-17 00:00:00","USA","6-7",220,"Forward","6","35"
"76272","1610612760","1948-08-07 00:00:00","USA","6-3",182,"Guard","13","32"
"76273","1610612747","1935-10-30 00:00:00","USA","6-6",190,"Forward","1",NULL
"76276","1610612737","1951-12-14 00:00:00","USA","6-7",220,"Forward","7","32-52"
"76277","1610612750","1969-11-03 00:00:00","USA","6-3",180,"Forward","1","34"
"76279","1610612764","1955-02-19 00:00:00","USA","6-11",225,"Center","1","4"
"76282","1610612762","1965-07-05 00:00:00","USA","6-8",220,"Forward","1","24"
"76283","1610612744","1958-08-20 00:00:00","USA","6-10",215,"Center","5","31"
"76285","1610612744","1929-06-27 00:00:00","USA","6-3",200,"Forward","2","14"
"76288","1610612751","1967-11-13 00:00:00","USA","6-6",210,"Forward","1","21"
"76289","1610612752","1938-11-04 00:00:00","USA","6-1",175,"Guard","8","7"
"76290","1610612755","1954-10-19 00:00:00","USA","6-10",185,"Forward","8","22"
"76291","1610612742","1959-07-14 00:00:00","USA","7-0",245,"Center","3","31"
"76292","1610612746","1964-08-08 00:00:00","Norway","6-9",250,"Forward","1","12"
"76293","1610612758","1937-08-01 00:00:00","USA","6-7",210,"Forward","2","21"
"76294","1610612747","1966-03-17 00:00:00","USA","6-6",215,"Forward","1","24"
"76295","1610612752","1938-08-17 00:00:00","USA","6-9",210,"Forward","2","12"
"76296","1610612749","1954-08-20 00:00:00","USA","6-3",190,"Guard","10","25"
"76297","1610612752","1938-10-28 00:00:00","USA","6-6",205,"Forward","5","10"
"76300","1610612752","1956-05-15 00:00:00","USA","6-6",190,"Forward","1","30"
"76302","1610612765","1942-05-05 00:00:00","USA","6-7",250,"Center","1","17"
"76303","1610612752","1953-02-28 00:00:00","USA","6-2",185,"Guard","2","14"
"76304","1610612741","1958-05-22 00:00:00","USA","6-5",175,"Guard","1","21"
"76305","1610612760","1952-02-24 00:00:00","USA","7-2",225,"Center","7","16"
"76307","1610612743","1958-07-03 00:00:00","USA","6-2",180,"Guard","1","5"
"76308","1610612758","1971-08-24 00:00:00","USA","6-8",260,"Forward","1","53"
"76309","1610612741","1945-09-21 00:00:00","USA","6-3",195,"Guard","1","6"
"76311","1610612737","1924-04-07 00:00:00","USA","6-5",220,"Forward","2","15"
"76313","1610612758","1934-06-29 00:00:00","USA","6-7",228,"Center","2","50"
"76316","1610612744","1962-11-05 00:00:00","USA","6-2",185,"Guard","4","15"
"76317","1610612756","1950-08-10 00:00:00","USA","6-4",190,"Guard","9","10"
"76318","1610612765","1936-02-08 00:00:00","USA","6-2",200,"Guard","5","24"
"76319","1610612752","1938-07-09 00:00:00","USA","6-2",175,"Guard","4","20"
"76320","1610612752","1966-03-11 00:00:00","USA","6-11",240,"Center","3","45"
"76321","1610612754","1956-04-30 00:00:00","USA","6-7",215,"Forward","4","11"
"76322","1610612752","1923-02-19 00:00:00","USA","6-3",175,"Guard","5","12"
"76324","1610612755","1935-07-29 00:00:00","USA","6-7",175,"Forward","6","35"
"76326","1610612755","1925-02-04 00:00:00","USA","6-1",175,"Guard","2","13"
"76328","1610612752","1943-01-28 00:00:00","USA","6-10",240,"Center","1","23"
"76329","1610612737","1941-11-01 00:00:00","USA","6-5",195,"Forward","6","27"
"76330","1610612756","1950-11-01 00:00:00","USA","6-7",210,"Forward","8","10"
"76331","1610612737","1927-11-04 00:00:00","USA","6-3",180,"Forward","7","3"
"76332","1610612747","1969-11-18 00:00:00","USA","6-1",165,"Guard","1","7"
"76334","1610612758","1966-10-12 00:00:00","USA","6-6",180,"Guard","1","4"
"76336","1610612743","1947-07-27 00:00:00","USA","6-0",165,"Guard","4","21"
"76338","1610612750","1962-05-07 00:00:00","USA","6-7",215,"Forward","11","9"
"76339","1610612755","1947-04-12 00:00:00","USA","6-4",195,"Guard","1","14"
"76340","1610612764","1938-06-07 00:00:00","USA","5-9",160,"Guard","1","10"
"76342","1610612738","1959-10-27 00:00:00","USA","6-5",210,"Guard","5","12"
"76343","1610612760","1951-09-17 00:00:00","USA","6-11",235,"Center","1","35"
"76344","1610612747","1921-03-22 00:00:00","USA","6-0",170,"Guard","4",NULL
"76345","1610612747","1932-08-03 00:00:00","USA","6-3",170,"Center","1","18"
"76346","1610612765","1917-11-06 00:00:00","USA","6-5",200,"Forward","2","10-15"
"76348","1610612739","1948-03-10 00:00:00","USA","6-4",200,"Guard","10","34"
"76350","1610612757","1955-08-15 00:00:00","USA","6-7",220,"Forward","10","34"
"76351","1610612738","1951-01-09 00:00:00","USA","6-6",205,"Forward","9","30"
"76355","1610612754","1958-06-11 00:00:00","USA","6-5",180,"Guard","6","12"
"76358","1610612743","1961-10-26 00:00:00","USA","6-5",215,"Guard","2","32"
"76360","1610612752","1957-10-10 00:00:00","USA","6-3",175,"Guard","2","35"
"76361","1610612747","1956-08-31 00:00:00","USA","6-5",190,"Guard","2","13"
"76362","1610612752","1957-07-30 00:00:00","USA","7-1",245,"Center","15","24"
"76363","1610612747","1941-07-04 00:00:00","USA","6-7",220,"Forward","1","52"
"76365","1610612749","1951-09-02 00:00:00","USA","6-9",218,"Center","11","42"
"76367","1610612758","1948-04-18 00:00:00","USA","6-6",230,"Forward","1","43"
"76368","1610612762","1958-08-17 00:00:00","USA","6-9",250,"Forward","2","45"
"76370","1610612752","1959-04-30 00:00:00","USA","7-1",230,"Center","2","40"
"76373","1610612755","1917-02-12 00:00:00","USA","5-11",170,"Guard","4","15"
"76374","1610612756","1949-12-16 00:00:00","USA","6-6",188,"Forward","1","24"
"76375","1610612744","1936-08-21 00:00:00","USA","7-1",250,"Center","14","13"
"76376","1610612756","1943-07-18 00:00:00","USA","6-5",185,"Forward","4","40"
"76378","1610612760","1964-04-05 00:00:00","USA","6-10",230,"Forward","1","41"
"76379","1610612738","1946-03-22 00:00:00","USA","6-5",210,"Guard","11","12"
"76382","1610612752","1941-01-31 00:00:00","USA","6-8",240,"Forward","9","25"
"76384","1610612737","1963-11-25 00:00:00","USA","6-7",225,"Forward","1","43"
"76385","1610612755","1956-09-08 00:00:00","USA","6-1",180,"Guard","15","10"
"76387","1610612745","1967-07-03 00:00:00","USA","6-7",195,"Forward","3","33"
"76391","1610612755","1925-03-05 00:00:00","USA","6-2",190,"Forward","2","11"
"76392","1610612739","1949-11-30 00:00:00","USA","6-11",220,"Center","8","9"
"76393","1610612752","1930-08-06 00:00:00","USA","6-4",210,"Guard","1","9"
"76394","1610612758","1927-06-08 00:00:00","USA","6-5",210,"Forward","5","18"
"76395","1610612737","1944-05-11 00:00:00","USA","6-10",255,"Center","4","31"
"76397","1610612755","1941-07-15 00:00:00","USA","6-2",175,"Guard","10","11"
"76402","1610612739","1949-09-13 00:00:00","USA","6-3",185,"Guard","9","35"
"76403","1610612760","1943-05-01 00:00:00","USA","6-6",210,"Forward","11","40"
"76404","1610612752","1922-10-13 00:00:00","USA","6-6",220,"Center","8","24"
"76406","1610612744","1922-01-08 00:00:00","USA","6-6",195,"Forward","3","14"
"76408","1610612752","1917-09-18 00:00:00","USA","6-10",235,"Center","1","3"
"76409","1610612738","1951-06-10 00:00:00","USA","6-7",198,"Forward","1","33"
"76410","1610612750","1965-09-02 00:00:00","USA","6-6",212,"Guard","1","33"
"76411","1610612752","1962-01-04 00:00:00","USA","6-3",190,"Guard","2","11"
"76412","1610612755","1961-11-14 00:00:00","USA","6-9",235,"Forward","5","51"
"76413","1610612762","1950-09-25 00:00:00","USA","6-8",225,"Forward","6","12"
"76414","1610612758","1924-05-23 00:00:00","USA","6-7",195,"Forward","9","11"
"76415","1610612746","1961-09-27 00:00:00","USA","6-8",210,"Forward","1","45"
"76416","1610612737","1954-04-14 00:00:00","USA","6-4",185,"Guard","1","44"
"76418","1610612764","1958-11-28 00:00:00","USA","6-6",190,"Guard","6","12"
"76419","1610612741","1946-11-24 00:00:00","USA","6-2",175,"Guard","2","22"
"76421","1610612755","1951-07-28 00:00:00","USA","6-6",180,"Guard","8","20"
"76422","1610612752","1926-01-23 00:00:00","USA","6-5",210,"Forward","1","18"
"76426","1610612751","1964-08-17 00:00:00","USA","6-9",205,"Center","2","22"
"76427","1610612764","1939-08-17 00:00:00","USA","6-5",210,"Guard","1","52"
"76428","1610612738","1930-11-10 00:00:00","USA","6-8",225,"Center","6","5"
"76429","1610612755","1933-09-02 00:00:00","USA","6-6",200,"Forward","7","7"
"76431","1610612744","1959-09-17 00:00:00","USA","6-4",180,"Guard","12","7"
"76432","1610612738","1921-04-10 00:00:00","USA","6-5",190,"Forward","2","11"
"76435","1610612751","1958-08-06 00:00:00","USA","6-3",184,"Guard","8","1"
"76436","1610612756","1956-10-21 00:00:00","USA","6-10",215,"Forward","8","45"
"76437","1610612738","1955-03-21 00:00:00","USA","6-8",210,"Forward","2","30-52"
"76439","1610612758","1963-09-27 00:00:00","USA","6-8",230,"Forward","1","14"
"76440","1610612739","1948-08-14 00:00:00","USA","6-3",175,"Guard","1","10"
"76441","1610612743","1956-11-16 00:00:00","USA","6-10",220,"Center","14","42"
"76442","1610612738","1926-09-29 00:00:00","USA","6-5",210,"Forward","6","6"
"76443","1610612746","1957-09-01 00:00:00","USA","6-10",230,"Center","3","53"
"76444","1610612747","1956-04-15 00:00:00","USA","6-7",170,"Guard","12","21"
"76446","1610612759","1964-10-30 00:00:00","USA","6-10",275,"Forward","1","30"
"76447","1610612752","1955-12-20 00:00:00","USA","6-6",180,"Forward","2","45"
"76448","1610612755","1965-07-16 00:00:00","USA","6-6",190,"Forward","2","21"
"76450","1610612753","1968-03-28 00:00:00","USA","6-0",185,"Guard","3","12"
"76452","1610612755","1928-01-01 00:00:00","USA","6-0",180,"Guard","3","4"
"76453","1610612741","1956-04-25 00:00:00","USA","6-11",250,"Center","13","42"
"76454","1610612755","1931-07-02 00:00:00","USA","6-1",186,"Guard","12","21"
"76457","1610612744","1951-09-12 00:00:00","USA","6-7",225,"Forward","1","41"
"76458","1610612747","1941-10-16 00:00:00","USA","7-0",230,"Center","12","31"
"76459","1610612755","1942-09-21 00:00:00","USA","6-1",188,"Guard","1","5"
"76462","1610612738","1948-10-25 00:00:00","USA","6-9",230,"Center","11","18"
"76463","1610612764","1955-12-29 00:00:00","USA","6-2",180,"Guard","1","32"
"76464","1610612764","1936-11-01 00:00:00","USA","6-4",180,"Guard","1","25"
"76465","1610612744","1955-01-27 00:00:00","USA","6-6",215,"Forward","2","41"
"76466","1610612747","1940-12-23 00:00:00","USA","6-4",189,"Guard","5","15"
"76468","1610612737","1950-04-18 00:00:00","USA","6-8",200,"Forward","1","24"
"76469","1610612765","1958-08-14 00:00:00","USA","7-0",235,"Center","1","42"
"76470","1610612738","1923-12-31 00:00:00","USA","6-3",215,"Forward","1","15"
"76471","1610612737","1948-11-06 00:00:00","USA","5-8",165,"Guard","8","14"
"76472","1610612756","1965-06-20 00:00:00","USA","6-7",233,"Forward","2","12"
"76473","1610612737","1925-01-19 00:00:00","USA","6-4",205,"Forward","4","7"
"76474","1610612749","1955-07-04 00:00:00","USA","6-11",280,"Center","5","41"
"76475","1610612758","1957-01-04 00:00:00","USA","6-4",195,"Guard","1","12"
"76476","1610612746","1961-09-01 00:00:00","USA","6-10",240,"Forward","1","38"
"76477","1610612760","1948-03-28 00:00:00","USA","6-9",230,"Center","3","41"
"76478","1610612744","1961-09-05 00:00:00","USA","6-10",215,"Center","1","40"
"76479","1610612744","1924-07-04 00:00:00","USA","6-1",165,"Guard","3","4"
"76481","1610612751","1954-10-22 00:00:00","USA","6-7",210,"Forward","1","31"
"76482","1610612762","1969-04-13 00:00:00","USA","6-5",214,"Forward","2","23"
"76483","1610612749","1956-07-11 00:00:00","USA","6-9",230,"Center","12","50"
"76485","1610612749","1946-07-11 00:00:00","USA","6-10",245,"Center","7","19"
"76487","1610612755","1943-06-03 00:00:00","USA","6-6",210,"Forward","9","32"
"76488","1610612742","1965-09-26 00:00:00","Serbia","6-10",275,"Center","1","44"
"76492","1610612758","1925-09-19 00:00:00","USA","6-0",175,"Guard","2","15"
"76496","1610612744","1926-01-31 00:00:00","USA","6-5",190,"Forward","1","16"
"76497","1610612741","1961-01-22 00:00:00","USA","6-3",180,"Guard","10","20"
"76498","1610612744","1922-05-24 00:00:00","USA","6-4",200,"Forward","3","12"
"76500","1610612749","1947-11-15 00:00:00","USA","6-6",195,"Forward","13","10"
"76502","1610612751","1944-07-20 00:00:00","USA","6-9",220,"Center","1","34"
"76504","1610612762","1955-02-26 00:00:00","USA","6-5",208,"Forward","15","4"
"76505","1610612758","1951-05-08 00:00:00","USA","6-3",185,"Guard","4","14"
"76506","1610612737","1930-03-03 00:00:00","USA","6-7",217,"Center","1","10"
"76509","1610612752","1951-09-02 00:00:00","USA","6-4",210,"Guard","1","11"
"76511","1610612737","1937-09-25 00:00:00","USA","5-10",170,"Guard","1",NULL
"76514","1610612758","1920-01-15 00:00:00","USA","6-1",175,"Guard","7","11"
"76516","1610612742","1955-12-17 00:00:00","USA","6-3",180,"Guard","15","15"
"76517","1610612750","1970-06-21 00:00:00","USA","6-7",200,"Forward","1","23"
"76518","1610612764","1958-10-05 00:00:00","USA","6-7",215,"Forward","8","22"
"76519","1610612757","1949-09-07 00:00:00","USA","6-1",160,"Guard","3",NULL
"76520","1610612742","1958-07-26 00:00:00","USA","6-7",205,"Forward","1","43"
"76521","1610612739","1949-10-11 00:00:00","USA","6-8",220,"Forward","5","42"
"76522","1610612749","1950-06-16 00:00:00","USA","6-7",195,"Forward","5","20"
"76523","1610612739","1956-01-27 00:00:00","USA","6-7",220,"Forward","2","23"
"76524","1610612758","1932-04-22 00:00:00","USA","6-7",220,"Center","1","6"
"76525","1610612737","1941-12-18 00:00:00","USA","6-9",225,"Center","8","20"
"76526","1610612754","1955-10-21 00:00:00","USA","6-2",170,"Guard","10","16"
"76528","1610612749","1963-06-08 00:00:00","USA","6-6",195,"Forward","1",NULL
"76529","1610612752","1950-11-09 00:00:00","USA","6-6",220,"Forward","4","31"
"76530","1610612752","1956-08-02 00:00:00","USA","6-10",230,"Forward","1",NULL
"76531","1610612746","1946-07-26 00:00:00","USA","6-3",185,"Guard","4","32"
"76532","1610612764","1938-09-07 00:00:00","USA","6-4",180,"Guard","2","25"
"76533","1610612757","1950-04-02 00:00:00","USA","6-7",215,"Forward","1","11"
"76534","1610612746","1954-05-01 00:00:00","USA","6-6",198,"Guard","3","42"
"76536","1610612744","1931-01-05 00:00:00","USA","6-8",205,"Center","5","12"
"76539","1610612755","1957-01-11 00:00:00","USA","6-11",251,"Center","14","50"
"76543","1610612764","1960-11-30 00:00:00","USA","6-8",220,"Forward","5","20"
"76544","1610612762","1957-12-06 00:00:00","USA","6-4",190,"Guard","1","33"
"76545","1610612765","1940-10-16 00:00:00","USA","6-6",220,"Forward","12","22"
"76546","1610612765","1936-02-22 00:00:00","USA","6-8",205,"Forward","4","44"
"76551","1610612737","1926-01-05 00:00:00","USA","6-6",220,"Center","1","21"
"76553","1610612752","1957-06-27 00:00:00","USA","6-9",225,"Forward","3","42"
"76555","1610612744","1929-07-19 00:00:00","USA","6-3",190,"Guard","5","3"
"76556","1610612758","1958-10-18 00:00:00","USA","6-8",220,"Forward","3","33"
"76558","1610612737","1949-02-18 00:00:00","USA","6-10",240,"Center","1","34"
"76559","1610612760","1952-03-11 00:00:00","USA","6-0",175,"Guard","2","25"
"76560","1610612752","1945-05-13 00:00:00","USA","6-1",170,"Guard","1","3"
"76561","1610612765","1931-12-21 00:00:00","USA","6-5",195,"Guard","3","13"
"76562","1610612737","1922-02-12 00:00:00","USA","6-5",215,"Forward","1","10"
"76563","1610612765","1951-11-27 00:00:00","USA","6-4",190,"Guard","2","13"
"76564","1610612744","1951-03-20 00:00:00","USA","6-7",218,"Forward","5","40"
"76565","1610612738","1926-10-26 00:00:00","USA","6-1",175,"Guard","1","23"
"76568","1610612746","1951-01-15 00:00:00","USA","6-0",180,"Guard","5","7"
"76569","1610612739","1958-10-15 00:00:00","USA","6-3",170,"Guard","1","9"
"76574","1610612745","1967-06-15 00:00:00","USA","6-1",170,"Guard","2","5"
"76575","1610612741","1950-01-22 00:00:00","USA","6-5",210,"Forward","1","23"
"76576","1610612758","1943-07-15 00:00:00","USA","6-7",220,"Forward","4","20"
"76577","1610612765","1940-11-21 00:00:00","USA","6-7",189,"Forward","9","42"
"76583","1610612742","1957-08-16 00:00:00","USA","7-2",275,"Center","14","54"
"76584","1610612738","1926-10-11 00:00:00","USA","6-2",190,"Guard","4","12"
"76585","1610612752","1926-09-10 00:00:00","USA","6-2",180,"Guard","1","16"
"76587","1610612760","1954-12-18 00:00:00","USA","6-7",230,"Forward","3","34"
"76588","1610612758","1964-04-09 00:00:00","USA","6-3",195,"Guard","1","42"
"76589","1610612746","1956-06-12 00:00:00","USA","6-2",170,"Guard","2","13"
"76592","1610612765","1945-08-16 00:00:00","USA","6-8",198,"Forward","2","44"
"76594","1610612738","1950-09-09 00:00:00","USA","6-8",225,"Center","2","32"
"76595","1610612765","1940-02-06 00:00:00","USA","6-8",200,"Forward","1","14"
"76596","1610612766","1966-06-29 00:00:00","USA","6-9",210,"Forward","1","23"
"76598","1610612737","1954-09-30 00:00:00","USA","6-6",205,"Forward","11","22"
"76599","1610612758","1958-04-02 00:00:00","USA","6-1",170,"Guard","10","10"
"76603","1610612749","1947-08-28 00:00:00","USA","6-7",215,"Forward","5","7"
"76604","1610612742","1954-04-20 00:00:00","USA","7-2",250,"Center","1","52"
"76605","1610612758","1933-03-25 00:00:00","USA","6-1",185,"Guard","1","10"
"76607","1610612744","1950-03-05 00:00:00","USA","6-2",180,"Guard","6","5"
"76608","1610612765","1956-07-29 00:00:00","USA","6-2",180,"Guard","4","40"
"76610","1610612765","1940-09-26 00:00:00","USA","6-3",185,"Guard","3",NULL
"76611","1610612765","1930-06-23 00:00:00","USA","7-0",220,"Center","8","23"
"76615","1610612758","1922-04-17 00:00:00","USA","6-6",195,"Forward","3","21"
"76616","1610612745","1954-03-21 00:00:00","USA","6-3",180,"Guard","11",NULL
"76619","1610612762","1958-10-30 00:00:00","USA","6-3",195,"Guard","3","44"
"76621","1610612754","1960-10-20 00:00:00","USA","6-7",200,"Forward","2","17"
"76622","1610612758","1948-12-08 00:00:00","USA","6-7",190,"Forward","4","33"
"76623","1610612764","1952-03-31 00:00:00","USA","6-3",175,"Guard","2","21"
"76625","1610612756","1959-06-11 00:00:00","USA","6-8",190,"Forward","1","35"
"76626","1610612737","1930-02-17 00:00:00","USA","6-6",225,"Forward","1","5"
"76628","1610612758","1946-05-24 00:00:00","USA","6-11",215,"Center","2","24"
"76630","1610612755","1927-04-28 00:00:00","USA","6-3",190,"Forward","1","6"
"76632","1610612762","1959-02-08 00:00:00","USA","6-4",180,"Guard","4","22"
"76633","1610612765","1935-10-07 00:00:00","USA","6-4",190,"Guard","1","6"
"76634","1610612765","1952-05-10 00:00:00","USA","6-6",225,"Forward","4","44"
"76635","1610612752","1967-12-27 00:00:00","USA","6-11",240,"Center","1","41"
"76636","1610612765","1922-12-27 00:00:00","USA","6-2",189,"Forward","4","12"
"76637","1610612754","1962-05-24 00:00:00","USA","6-8",205,"Forward","1",NULL
"76641","1610612755","1959-02-02 00:00:00","USA","6-1",170,"Guard","7","10"
"76643","1610612746","1969-01-03 00:00:00","USA","6-4",185,"Forward","1","3"
"76646","1610612755","1971-09-22 00:00:00","USA","6-8",215,"Forward","1","40"
"76649","1610612738","1923-03-10 00:00:00","USA","6-3",198,"Guard","2","14"
"76651","1610612737","1933-10-21 00:00:00","USA","6-3",200,"Guard","1",NULL
"76653","1610612738","1918-07-24 00:00:00","USA","6-2",210,"Forward","1","14"
"76655","1610612752","1922-11-18 00:00:00","USA","6-8",230,"Center","2",NULL
"76658","1610612747","1936-02-11 00:00:00","USA","6-5",185,"Forward","2","30"
"76661","1610612744","1944-05-03 00:00:00","USA","6-6",175,"Forward","8","31"
"76663","1610612747","1940-03-10 00:00:00","USA","6-11",210,"Forward","14","25"
"76667","1610612754","1952-08-15 00:00:00","USA","6-3",190,"Guard","1","15"
"76668","1610612758","1937-03-26 00:00:00","USA","6-8",240,"Center","11","15"
"76670","1610612744","1959-03-01 00:00:00","USA","6-11",245,"Center","5","50"
"76671","1610612743","1963-12-06 00:00:00","USA","6-8",245,"Forward","1","43"
"76672","1610612764","1967-07-11 00:00:00","USA","6-3",175,"Guard","2","14"
"76673","1610612743","1954-01-05 00:00:00","USA","6-8",190,"Forward","15","2"
"76674","1610612757","1946-12-26 00:00:00","USA","6-4",185,"Guard","1","15"
"76675","1610612756","1950-10-20 00:00:00","USA","6-6",205,"Forward","1","14"
"76676","1610612741","1970-02-04 00:00:00","USA","6-4",195,"Guard","3","3"
"76677","1610612738","1917-10-21 00:00:00","USA","6-4",205,"Forward","1","10"
"76679","1610612747","1932-07-30 00:00:00","USA","6-3",220,"Forward","1",NULL
"76680","1610612747","1944-04-19 00:00:00","USA","6-5",195,"Forward","12","14"
"76681","1610612755","1950-02-22 00:00:00","USA","6-7",200,"Forward","11","6"
"76683","1610612761","1969-03-01 00:00:00","Italy","6-3",198,"Guard","1","4"
"76685","1610612765","1955-11-11 00:00:00","USA","6-8",202,"Forward","1",NULL
"76691","1610612747","1943-04-28 00:00:00","USA","6-7",205,"Forward","1","33"
"76692","1610612744","1924-04-03 00:00:00","USA","6-1",185,"Forward","1","8"
"76693","1610612755","1932-04-13 00:00:00","USA","6-4",190,"Guard","3","22"
"76694","1610612737","1936-09-26 00:00:00","USA","6-7",210,"Forward","7","12"
"76695","1610612760","1964-09-23 00:00:00","USA","6-4",190,"Forward","5","22"
"76697","1610612744","1940-12-10 00:00:00","USA","6-6",190,"Forward","1","17"
"76699","1610612756","1954-05-19 00:00:00","USA","6-4",185,"Guard","1","7"
"76701","1610612747","1931-08-06 00:00:00","USA","6-3",185,"Guard","1","22"
"76703","1610612745","1962-06-08 00:00:00","USA","6-11",235,"Center","5","45"
"76704","1610612752","1930-12-10 00:00:00","USA","6-11",220,"Center","9","14"
"76705","1610612765","1929-06-12 00:00:00","USA","6-0",180,"Guard","2","6"
"76706","1610612738","1922-02-08 00:00:00","USA","6-3",190,"Forward","1","7"
"76707","1610612738","1953-11-01 00:00:00","USA","6-10",205,"Center","6","45"
"76708","1610612737","1933-07-06 00:00:00","USA","6-4",190,"Guard","6","22"
"76709","1610612757","1964-05-24 00:00:00","USA","7-1",240,"Forward","1","32"
"76711","1610612747","1925-07-29 00:00:00","USA","6-4",180,"Forward","3","18"
"76712","1610612765","1937-05-31 00:00:00","USA","6-8",230,"Center","10","12"
"76713","1610612749","1962-02-09 00:00:00","USA","6-5",220,"Forward","4","54"
"76714","1610612755","1944-02-05 00:00:00","USA","6-5",205,"Forward","1","20"
"76715","1610612752","1947-03-07 00:00:00","USA","7-1",240,"Center","2","34"
"76716","1610612738","1942-04-20 00:00:00","USA","7-0",240,"Center","9","29"
"76717","1610612744","1928-05-27 00:00:00","USA","6-1",185,"Guard","3","7"
"76721","1610612744","1922-02-14 00:00:00","USA","6-2",190,"Guard","5","4"
"76722","1610612760","1954-04-05 00:00:00","USA","6-7",215,"Forward","1","30"
"76723","1610612747","1933-07-25 00:00:00","USA","6-3",189,"Guard","5","50"
"76725","1610612739","1957-06-13 00:00:00","USA","6-8",225,"Forward","1","23"
"76726","1610612745","1960-03-06 00:00:00","USA","6-3",170,"Guard","13","12"
"76728","1610612752","1953-03-19 00:00:00","USA","6-5",205,"Guard","1","44"
"76729","1610612752","1939-04-19 00:00:00","USA","6-3",170,"Forward","1","7"
"76733","1610612765","1949-01-11 00:00:00","USA","6-5",190,"Guard","10","42"
"76734","1610612747","1952-12-31 00:00:00","USA","6-9",215,"Forward","7","35"
"76735","1610612760","1946-04-29 00:00:00","USA","6-3",180,"Guard","2","33"
"76736","1610612758","1956-02-09 00:00:00","USA","6-2",175,"Guard","7","1"
"76738","1610612747","1926-01-17 00:00:00","USA","5-10",175,"Guard","1","22"
"76739","1610612756","1954-07-08 00:00:00","USA","6-10",235,"Center","2","35"
"76742","1610612756","1960-10-10 00:00:00","USA","6-1",160,"Guard","3","10"
"76744","1610612765","1928-06-24 00:00:00","USA","6-9",215,"Center","12","14"
"76745","1610612737","1927-06-20 00:00:00","USA","6-7",230,"Center","1",NULL
"76746","1610612746","1949-08-29 00:00:00","USA","6-2",175,"Guard","1","7"
"76747","1610612760","1943-04-07 00:00:00","USA","6-10",230,"Center","10","40"
"76748","1610612744","1965-04-26 00:00:00","USA","6-10",225,"Forward","5","32"
"76750","1610612752","1945-03-29 00:00:00","USA","6-4",200,"Guard","13","10"
"76751","1610612744","1942-08-24 00:00:00","USA","6-7",210,"Forward","1",NULL
"76752","1610612766","1964-12-07 00:00:00","USA","6-7",205,"Forward","3","24"
"76753","1610612739","1953-12-09 00:00:00","USA","6-3",185,"Guard","13","21"
"76754","1610612747","1944-07-18 00:00:00","USA","6-3",185,"Guard","1","20"
"76755","1610612749","1948-07-25 00:00:00","USA","6-9",210,"Forward","1","23"
"76756","1610612755","1950-11-05 00:00:00","USA","6-7",225,"Forward","1","26"
"76757","1610612752","1921-10-26 00:00:00","USA","6-2",195,"Forward","1","4"
"76758","1610612752","1935-04-14 00:00:00","USA","6-4",185,"Guard","1","7"
"76759","1610612758","1945-02-18 00:00:00","USA","6-4",195,"Guard","1","17"
"76761","1610612757","1949-12-25 00:00:00","USA","6-3",185,"Guard","2","25"
"76764","1610612744","1921-10-26 00:00:00","USA","6-5",190,"Forward","8","10"
"76765","1610612765","1958-09-04 00:00:00","USA","6-4",180,"Guard","1",NULL
"76767","1610612739","1954-10-18 00:00:00","USA","6-5",190,"Guard","4","25"
"76768","1610612755","1922-05-13 00:00:00","USA","5-11",170,"Guard","6","7"
"76770","1610612751","1965-06-01 00:00:00","USA","6-3",195,"Guard","5","5"
"76771","1610612759","1950-07-18 00:00:00","USA","6-4",185,"Guard","6","12"
"76772","1610612762","1969-05-30 00:00:00","USA","6-10",255,"Center","1","55"
"76773","1610612752","1927-04-26 00:00:00","USA","6-6",210,"Forward","10","10"
"76774","1610612755","1937-04-16 00:00:00","USA","6-6",215,"Forward","12","20"
"76778","1610612747","1923-09-18 00:00:00","USA","6-3",195,"Forward","1","14"
"76779","1610612744","1925-05-14 00:00:00","USA","6-5",200,"Center","3","12"
"76780","1610612738","1918-06-13 00:00:00","USA","6-0",190,"Guard","3","21"
"76781","1610612743","1957-10-12 00:00:00","USA","6-4",180,"Guard","1","24"
"76783","1610612747","1932-10-29 00:00:00","USA","6-3",200,"Guard","6","17"
"76785","1610612742","1960-04-22 00:00:00","USA","6-9",225,"Forward","4","20"
"76786","1610612745","1956-07-11 00:00:00","USA","6-7",190,"Forward","4","0"
"76788","1610612746","1947-01-31 00:00:00","USA","6-3",185,"Guard","5","14"
"76789","1610612741","1950-07-16 00:00:00","USA","6-6",210,"Forward","5","24"
"76790","1610612746","1966-07-07 00:00:00","USA","6-2",185,"Guard","4","5"
"76791","1610612739","1959-06-06 00:00:00","USA","6-8",205,"Forward","1","55"
"76793","1610612746","1950-02-05 00:00:00","USA","6-7",200,"Forward","1","30"
"76797","1610612737","1927-05-11 00:00:00","USA","6-4",210,"Guard","1","10"
"76800","1610612744","1928-11-13 00:00:00","USA","6-3",190,"Guard","8","5"
"76802","1610612758","1953-07-27 00:00:00","USA","6-8",200,"Forward","5","22"
"76803","1610612751","1963-03-28 00:00:00","USA","6-8",200,"Forward","2","30"
"76804","1610612759","1952-04-27 00:00:00","USA","6-7",180,"Guard","10","44"
